run_id,wafer_id,thickness_mean_nm,wiwnu_pct,thickness_range_nm,dishing_nm,erosion_pct,particle_count_ge_50nm,scratch_count,electrical_res_ohm,leakage_na,yield_flag
RUN-001645,W-RUN-001645,306.8,3.24,19.02,12.04,3.289,33,0,0.015751,7.006,1
RUN-001646,W-RUN-001646,795.34,3.284,20.74,11.47,2.193,58,1,0.0145,3.461,1
RUN-001647,W-RUN-001647,822.47,3.228,21.69,14.16,3.354,61,3,0.017307,2.517,1
RUN-001648,W-RUN-001648,784.35,3.243,21.88,5.88,1.19,53,3,0.01332,6.121,1
RUN-001649,W-RUN-001649,802.6,3.214,18.8,10.89,3.599,46,3,0.015092,8.695,1
RUN-001650,W-RUN-001650,813.31,3.162,20.97,18.97,3.238,60,1,0.01644,2.914,1
RUN-001651,W-RUN-001651,319.08,3.288,24.25,9.68,2.207,39,4,0.017025,3.41,1
RUN-001652,W-RUN-001652,309.62,3.162,22.7,8.9,2.399,36,1,0.015876,5.551,1
RUN-001653,W-RUN-001653,817.02,3.222,21.31,18.38,3.149,64,3,0.016645,4.71,1
RUN-001654,W-RUN-001654,305.57,3.271,18.1,8.9,1.12,76,0,0.015633,3.743,1
RUN-001655,W-RUN-001655,323.0,3.143,21.6,10.27,2.753,75,0,0.017219,3.938,1
RUN-001656,W-RUN-001656,329.88,3.293,19.11,12.86,4.144,55,0,0.017916,3.595,1
RUN-001657,W-RUN-001657,303.2,3.244,20.75,8.37,2.143,56,1,0.015258,7.066,1
RUN-001658,W-RUN-001658,302.54,3.199,21.19,0.0,2.516,45,2,0.015365,6.057,1
RUN-001659,W-RUN-001659,792.74,3.193,20.06,11.66,1.251,63,1,0.014347,3.483,1
RUN-001660,W-RUN-001660,282.29,3.196,17.86,11.05,0.92,57,0,0.01312,6.365,1
RUN-001661,W-RUN-001661,302.33,3.286,23.37,6.27,0.067,52,0,0.015105,4.104,1
RUN-001662,W-RUN-001662,808.73,3.249,23.81,10.39,3.394,54,2,0.015754,7.797,1
RUN-001663,W-RUN-001663,805.09,3.204,21.48,10.85,2.308,42,2,0.015341,5.5,1
RUN-001664,W-RUN-001664,305.21,3.211,21.21,20.69,3.119,57,2,0.015541,5.639,1
RUN-001665,W-RUN-001665,325.78,3.163,16.58,9.97,2.754,71,2,0.017428,4.959,1
RUN-001666,W-RUN-001666,312.11,3.187,27.02,10.64,2.728,38,1,0.016334,3.722,1
RUN-001667,W-RUN-001667,785.31,3.228,21.71,9.61,1.204,49,1,0.013366,4.253,1
RUN-001668,W-RUN-001668,827.56,3.173,20.39,19.93,4.221,56,2,0.017759,4.069,1
RUN-001669,W-RUN-001669,304.36,3.235,16.36,10.82,2.661,70,2,0.015384,3.874,1
RUN-001670,W-RUN-001670,817.65,3.223,20.05,14.61,2.388,33,3,0.016632,4.787,1
RUN-001671,W-RUN-001671,316.52,3.197,21.49,20.09,3.704,52,1,0.016637,6.499,1
RUN-001672,W-RUN-001672,808.89,3.215,21.82,14.74,2.502,36,3,0.015932,5.222,1
RUN-001673,W-RUN-001673,310.33,3.229,17.76,20.44,3.146,43,2,0.016138,4.595,1
RUN-001674,W-RUN-001674,817.15,3.156,22.0,19.04,2.821,38,3,0.016789,5.161,1
RUN-001675,W-RUN-001675,799.96,3.317,25.37,11.95,2.106,57,4,0.014882,9.262,1
RUN-001676,W-RUN-001676,307.97,3.226,19.71,12.2,2.63,55,2,0.015748,7.611,1
RUN-001677,W-RUN-001677,820.12,3.234,20.26,8.01,2.639,62,5,0.017004,5.514,1
RUN-001678,W-RUN-001678,780.47,3.228,17.01,8.76,2.672,48,5,0.013117,8.625,1
RUN-001679,W-RUN-001679,320.02,3.202,23.17,13.48,3.749,66,3,0.017071,4.087,1
RUN-001680,W-RUN-001680,802.15,3.246,20.94,13.87,2.378,47,1,0.015218,5.337,1
RUN-001681,W-RUN-001681,803.93,3.193,25.83,12.0,2.783,36,3,0.015501,4.493,1
RUN-001682,W-RUN-001682,816.36,3.187,21.38,17.88,2.983,46,2,0.016538,7.391,1
RUN-001683,W-RUN-001683,797.23,3.277,16.76,5.21,1.319,43,1,0.014734,4.054,1
RUN-001684,W-RUN-001684,301.98,3.216,13.86,10.15,1.829,54,1,0.015137,7.056,1
RUN-001685,W-RUN-001685,293.37,3.199,20.52,13.78,2.122,65,1,0.014289,5.921,1
RUN-001686,W-RUN-001686,792.28,3.205,25.66,14.45,1.945,49,0,0.014142,5.827,1
RUN-001687,W-RUN-001687,309.86,3.235,21.86,18.98,2.658,62,1,0.015869,5.88,1
RUN-001688,W-RUN-001688,313.07,3.177,17.27,7.03,2.036,62,0,0.016,7.207,1
RUN-001689,W-RUN-001689,809.41,3.243,17.63,12.73,3.967,45,2,0.015947,6.891,1
RUN-001690,W-RUN-001690,325.94,3.223,21.67,13.57,2.671,58,1,0.017517,2.875,1
RUN-001691,W-RUN-001691,296.88,3.294,24.31,9.0,1.002,72,0,0.01469,3.486,1
RUN-001692,W-RUN-001692,813.69,3.186,24.53,14.97,2.594,73,3,0.016453,5.235,1
RUN-001693,W-RUN-001693,305.56,3.213,23.61,15.4,2.653,54,2,0.015735,3.97,1
RUN-001694,W-RUN-001694,315.7,3.185,19.57,15.43,1.469,76,5,0.016746,3.772,1
RUN-001695,W-RUN-001695,319.19,3.305,16.6,15.45,2.519,51,0,0.016755,5.899,1
RUN-001696,W-RUN-001696,821.95,3.176,25.25,15.83,3.839,71,2,0.017324,6.385,1
RUN-001697,W-RUN-001697,294.48,3.248,19.92,14.06,1.658,40,2,0.014701,4.357,1
RUN-001698,W-RUN-001698,307.49,3.164,20.35,16.68,2.929,57,3,0.015712,8.353,1
RUN-001699,W-RUN-001699,299.43,3.237,14.85,18.42,2.016,72,1,0.015081,4.484,1
RUN-001700,W-RUN-001700,300.47,3.203,24.81,4.57,1.163,65,1,0.014836,4.456,1
RUN-001701,W-RUN-001701,807.05,3.175,20.73,19.48,3.904,60,3,0.015744,4.947,1
RUN-001702,W-RUN-001702,821.19,3.218,24.5,14.06,3.914,39,1,0.017122,5.321,1
RUN-001703,W-RUN-001703,811.87,3.2,24.58,23.68,3.256,66,1,0.01609,6.19,1
RUN-001704,W-RUN-001704,289.21,3.223,17.45,11.17,2.92,42,0,0.013928,5.591,1
RUN-001705,W-RUN-001705,317.17,3.223,18.12,11.18,1.482,45,1,0.01673,8.177,1
RUN-001706,W-RUN-001706,295.23,3.144,23.18,6.91,1.122,45,0,0.014522,5.453,1
RUN-001707,W-RUN-001707,300.22,3.166,18.18,7.99,0.266,76,2,0.015045,6.649,1
RUN-001708,W-RUN-001708,802.33,3.23,21.68,7.83,2.434,53,1,0.015174,7.689,1
RUN-001709,W-RUN-001709,313.08,3.213,17.23,14.17,3.382,63,1,0.016175,5.032,1
RUN-001710,W-RUN-001710,314.03,3.191,20.18,10.64,2.761,54,1,0.016358,4.964,1
RUN-001711,W-RUN-001711,800.81,3.22,21.01,7.06,2.406,42,1,0.015272,5.181,1
RUN-001712,W-RUN-001712,305.38,3.215,21.32,12.87,2.359,70,1,0.015637,4.771,1
RUN-001713,W-RUN-001713,795.42,3.291,21.17,13.07,2.757,22,2,0.014434,6.996,1
RUN-001714,W-RUN-001714,304.67,3.165,23.7,8.22,2.174,57,2,0.015455,5.425,1
RUN-001715,W-RUN-001715,813.33,3.158,19.29,16.87,4.091,49,2,0.01636,4.357,1
RUN-001716,W-RUN-001716,321.6,3.211,17.6,13.87,1.471,62,1,0.017114,6.151,1
RUN-001717,W-RUN-001717,316.18,3.284,18.05,7.63,2.397,60,2,0.016688,4.999,1
RUN-001718,W-RUN-001718,320.46,3.229,20.32,11.74,3.399,51,2,0.017134,4.964,1
RUN-001719,W-RUN-001719,808.34,3.221,14.7,5.96,2.451,55,0,0.015846,4.151,1
RUN-001720,W-RUN-001720,314.82,3.225,23.39,18.22,4.017,70,3,0.016421,4.27,1
RUN-001721,W-RUN-001721,316.47,3.16,25.63,12.59,3.581,55,0,0.016726,5.899,1
RUN-001722,W-RUN-001722,813.65,3.19,20.61,3.92,1.807,65,1,0.016465,6.373,1
RUN-001723,W-RUN-001723,305.32,3.246,19.66,16.32,3.479,67,1,0.015663,4.714,1
RUN-001724,W-RUN-001724,308.12,3.206,16.82,10.62,2.318,31,2,0.015733,3.709,1
RUN-001725,W-RUN-001725,796.89,3.169,16.7,7.74,1.961,57,3,0.014566,6.469,1
RUN-001726,W-RUN-001726,310.44,3.224,18.09,2.98,1.587,65,1,0.01609,6.895,1
RUN-001727,W-RUN-001727,810.16,3.193,18.06,20.49,3.842,58,2,0.015987,5.712,1
RUN-001728,W-RUN-001728,304.33,3.177,22.36,11.32,2.603,48,2,0.015391,6.964,1
RUN-001729,W-RUN-001729,307.19,3.183,23.49,12.39,1.18,45,1,0.015675,7.367,1
RUN-001730,W-RUN-001730,307.53,3.235,21.52,15.67,2.295,50,1,0.015744,5.757,1
RUN-001731,W-RUN-001731,793.84,3.259,18.24,11.41,3.202,48,2,0.014477,4.051,1
RUN-001732,W-RUN-001732,311.43,3.26,21.42,18.47,3.646,63,1,0.016271,2.494,1
RUN-001733,W-RUN-001733,796.14,3.209,19.05,14.39,3.288,41,2,0.014608,7.132,1
RUN-001734,W-RUN-001734,308.49,3.209,18.1,12.29,1.396,66,2,0.015825,6.018,1
RUN-001735,W-RUN-001735,822.13,3.284,19.93,14.36,3.569,56,4,0.017153,4.512,1
RUN-001736,W-RUN-001736,796.48,3.154,18.03,10.49,2.679,41,1,0.014616,6.972,1
RUN-001737,W-RUN-001737,306.07,3.215,20.0,16.22,2.551,58,1,0.015628,5.143,1
RUN-001738,W-RUN-001738,297.58,3.229,24.18,1.49,1.478,39,1,0.014663,6.146,1
RUN-001739,W-RUN-001739,302.08,3.244,24.75,4.36,0.878,71,4,0.01523,5.972,1
RUN-001740,W-RUN-001740,307.91,3.253,14.54,10.24,1.955,61,2,0.01583,7.232,1
RUN-001741,W-RUN-001741,808.96,3.161,21.27,16.52,2.241,42,1,0.015876,2.93,1
RUN-001742,W-RUN-001742,815.35,3.207,17.73,14.7,2.833,50,2,0.016385,4.672,1
RUN-001743,W-RUN-001743,311.88,3.278,17.19,7.22,3.623,65,0,0.016144,5.936,1
RUN-001744,W-RUN-001744,313.74,3.245,21.76,10.0,2.939,71,2,0.016273,6.685,1
RUN-001745,W-RUN-001745,801.17,3.232,16.68,17.44,2.894,72,0,0.015126,5.403,1
RUN-001746,W-RUN-001746,308.48,3.201,24.47,7.92,0.966,77,1,0.015832,8.206,1
RUN-001747,W-RUN-001747,799.3,3.278,12.36,14.73,3.233,60,2,0.01487,3.27,1
RUN-001748,W-RUN-001748,307.83,3.249,23.82,9.98,3.058,49,3,0.015839,6.531,1
RUN-001749,W-RUN-001749,312.7,3.226,19.98,19.46,3.831,65,3,0.016203,4.196,1
RUN-001750,W-RUN-001750,796.21,3.22,19.16,8.93,2.505,70,3,0.01452,4.748,1
RUN-001751,W-RUN-001751,809.39,3.223,28.83,7.81,2.043,66,1,0.01587,5.414,1
RUN-001752,W-RUN-001752,292.03,3.331,25.21,10.0,1.991,47,0,0.014278,6.318,1
RUN-001753,W-RUN-001753,314.29,3.204,23.88,20.59,3.823,72,3,0.016309,5.929,1
RUN-001754,W-RUN-001754,800.87,3.237,19.64,12.54,2.972,75,2,0.015078,3.816,1
RUN-001755,W-RUN-001755,822.26,3.158,21.54,14.52,3.466,63,3,0.017372,5.047,1
RUN-001756,W-RUN-001756,797.66,3.169,18.37,9.38,2.687,59,2,0.014828,5.206,1
RUN-001757,W-RUN-001757,301.37,3.21,26.15,5.19,1.413,64,0,0.015194,5.819,1
RUN-001758,W-RUN-001758,811.01,3.213,17.24,20.52,3.094,53,3,0.016026,4.31,1
RUN-001759,W-RUN-001759,322.17,3.222,21.0,13.7,2.348,61,2,0.017187,6.661,1
RUN-001760,W-RUN-001760,793.54,3.173,20.3,13.14,3.021,71,4,0.014266,4.312,1
RUN-001761,W-RUN-001761,803.93,3.212,19.72,19.47,3.523,67,8,0.015249,6.223,1
RUN-001762,W-RUN-001762,309.67,3.188,24.1,14.83,3.174,50,1,0.01595,4.966,1
RUN-001763,W-RUN-001763,830.8,3.31,22.74,18.23,3.342,50,3,0.017995,4.539,1
RUN-001764,W-RUN-001764,310.88,3.234,15.24,20.47,3.811,52,0,0.016091,5.679,1
RUN-001765,W-RUN-001765,811.75,3.276,23.64,19.38,3.429,73,3,0.016296,7.275,1
RUN-001766,W-RUN-001766,319.67,3.248,17.91,18.78,2.961,48,1,0.017025,3.926,1
RUN-001767,W-RUN-001767,310.2,3.34,17.04,6.86,2.894,62,4,0.016282,3.583,1
RUN-001768,W-RUN-001768,802.7,3.222,26.34,19.15,3.085,60,3,0.015391,5.671,1
RUN-001769,W-RUN-001769,800.92,3.173,23.71,4.4,1.088,30,1,0.014827,7.885,1
RUN-001770,W-RUN-001770,313.45,3.224,20.82,14.83,3.493,72,2,0.016461,2.924,1
RUN-001771,W-RUN-001771,302.04,3.214,22.01,15.27,2.415,48,2,0.015281,4.274,1
RUN-001772,W-RUN-001772,313.35,3.226,20.85,13.36,2.991,60,3,0.01633,3.484,1
RUN-001773,W-RUN-001773,787.27,3.205,20.97,15.09,3.408,35,1,0.013747,2.867,1
RUN-001774,W-RUN-001774,813.72,3.213,21.48,14.74,3.537,49,2,0.016322,4.836,1
RUN-001775,W-RUN-001775,304.1,3.22,24.16,7.54,0.868,45,0,0.015296,6.659,1
RUN-001776,W-RUN-001776,319.86,3.282,19.98,21.85,1.695,54,1,0.016847,3.81,1
RUN-001777,W-RUN-001777,293.2,3.213,17.7,11.53,1.125,47,0,0.014242,5.848,1
RUN-001778,W-RUN-001778,793.73,3.158,19.29,7.53,2.57,67,2,0.014217,5.198,1
RUN-001779,W-RUN-001779,316.78,3.191,25.98,10.53,2.669,51,5,0.016623,5.344,1
RUN-001780,W-RUN-001780,810.41,3.229,18.42,19.34,3.204,53,1,0.015984,6.131,1
RUN-001781,W-RUN-001781,811.75,3.272,21.65,25.17,4.335,60,2,0.015989,6.765,0
RUN-001782,W-RUN-001782,311.13,3.231,16.46,16.21,1.982,38,3,0.0162,5.453,1
RUN-001783,W-RUN-001783,310.27,3.251,22.07,15.03,2.846,40,1,0.016082,4.769,1
RUN-001784,W-RUN-001784,317.81,3.221,21.92,9.54,3.134,62,2,0.01676,7.459,1
RUN-001785,W-RUN-001785,308.24,3.247,21.55,14.72,4.28,75,3,0.015801,4.682,1
RUN-001786,W-RUN-001786,799.99,3.175,18.16,12.91,2.103,64,2,0.015001,3.55,1
RUN-001787,W-RUN-001787,297.81,3.198,23.37,5.84,1.544,40,1,0.014766,3.925,1
RUN-001788,W-RUN-001788,820.68,3.277,22.06,15.24,3.218,55,3,0.017182,6.945,1
RUN-001789,W-RUN-001789,313.18,3.178,20.04,13.05,1.795,61,2,0.016372,7.249,1
RUN-001790,W-RUN-001790,318.31,3.216,18.12,14.63,2.733,67,1,0.016789,4.919,1
RUN-001791,W-RUN-001791,798.31,3.213,23.45,10.08,2.221,50,2,0.014863,1.989,1
RUN-001792,W-RUN-001792,288.61,3.227,17.81,0.0,1.593,33,0,0.013997,5.047,1
RUN-001793,W-RUN-001793,792.81,3.222,21.67,11.15,2.851,53,2,0.014299,4.77,1
RUN-001794,W-RUN-001794,813.84,3.222,23.75,11.92,2.305,67,1,0.016361,7.131,1
RUN-001795,W-RUN-001795,304.28,3.286,19.47,6.18,1.445,61,3,0.015414,5.859,1
RUN-001796,W-RUN-001796,309.26,3.255,24.22,8.19,1.77,53,2,0.015928,5.612,1
RUN-001797,W-RUN-001797,319.45,3.204,22.78,20.4,3.722,83,2,0.016809,6.546,0
RUN-001798,W-RUN-001798,298.55,3.166,16.77,9.87,3.103,51,4,0.014817,7.101,1
RUN-001799,W-RUN-001799,786.64,3.226,13.66,14.18,4.646,44,1,0.013834,4.604,1
RUN-001800,W-RUN-001800,294.04,3.248,20.86,7.0,2.53,42,1,0.014371,5.955,1
RUN-001801,W-RUN-001801,283.24,3.175,14.04,4.44,1.965,66,1,0.013404,4.409,1
RUN-001802,W-RUN-001802,307.51,3.219,24.34,7.14,2.388,44,1,0.015893,5.254,1
RUN-001803,W-RUN-001803,306.55,3.213,23.02,4.93,2.801,72,1,0.015685,3.731,1
RUN-001804,W-RUN-001804,302.5,3.315,19.62,13.99,3.078,56,0,0.015332,5.084,1
RUN-001805,W-RUN-001805,289.1,3.149,21.58,6.29,1.1,25,1,0.013918,3.712,1
RUN-001806,W-RUN-001806,803.37,3.244,21.74,10.8,2.288,63,1,0.015236,6.322,1
RUN-001807,W-RUN-001807,815.95,3.269,19.77,18.21,4.509,50,0,0.016512,5.726,1
RUN-001808,W-RUN-001808,820.7,3.195,16.3,17.91,4.229,60,3,0.017039,6.084,1
RUN-001809,W-RUN-001809,319.63,3.269,21.37,15.02,3.461,58,3,0.0169,6.404,1
RUN-001810,W-RUN-001810,797.6,3.226,16.98,7.03,2.091,75,4,0.014831,6.663,1
RUN-001811,W-RUN-001811,308.87,3.24,21.37,17.42,5.149,56,2,0.015952,5.202,1
RUN-001812,W-RUN-001812,314.86,3.212,22.9,18.26,3.953,54,0,0.016638,6.642,1
RUN-001813,W-RUN-001813,295.59,3.279,18.32,8.48,1.128,51,1,0.014597,4.424,1
RUN-001814,W-RUN-001814,321.5,3.212,18.04,10.02,2.502,49,2,0.017225,6.602,1
RUN-001815,W-RUN-001815,806.3,3.128,21.13,11.6,3.068,31,3,0.01539,7.06,1
RUN-001816,W-RUN-001816,294.72,3.271,19.79,15.01,3.979,60,1,0.014493,6.245,1
RUN-001817,W-RUN-001817,300.13,3.156,16.59,13.44,2.712,57,2,0.014901,5.569,1
RUN-001818,W-RUN-001818,295.11,3.2,25.02,7.21,2.671,43,1,0.014562,5.741,1
RUN-001819,W-RUN-001819,815.76,3.259,21.48,19.12,3.495,47,2,0.016752,5.805,1
RUN-001820,W-RUN-001820,316.25,3.158,21.15,15.44,1.566,38,3,0.016677,5.182,1
RUN-001821,W-RUN-001821,810.99,3.259,20.56,14.39,3.842,64,2,0.016195,5.208,1
RUN-001822,W-RUN-001822,828.83,3.249,17.49,15.03,2.366,42,3,0.017864,7.74,1
RUN-001823,W-RUN-001823,809.91,3.279,17.95,7.03,1.897,42,2,0.015901,3.494,1
RUN-001824,W-RUN-001824,821.46,3.231,23.03,17.24,3.353,61,5,0.017214,3.188,1
RUN-001825,W-RUN-001825,314.95,3.196,24.43,11.97,2.411,56,3,0.016555,4.554,1
RUN-001826,W-RUN-001826,317.76,3.209,22.75,19.14,3.851,60,0,0.016799,3.895,1
RUN-001827,W-RUN-001827,313.23,3.307,22.55,15.91,2.42,49,3,0.016573,4.906,1
RUN-001828,W-RUN-001828,803.74,3.238,18.28,14.07,2.878,70,6,0.01527,4.332,1
RUN-001829,W-RUN-001829,314.36,3.274,20.9,17.55,3.337,64,2,0.01647,2.721,1
RUN-001830,W-RUN-001830,320.94,3.216,24.79,3.91,2.283,38,1,0.016987,3.056,1
RUN-001831,W-RUN-001831,289.27,3.209,17.79,7.16,1.074,48,1,0.01386,3.537,1
RUN-001832,W-RUN-001832,296.83,3.203,23.26,12.69,1.606,35,3,0.014681,5.44,1
RUN-001833,W-RUN-001833,792.24,3.306,15.79,5.81,1.915,33,2,0.014073,4.739,1
RUN-001834,W-RUN-001834,307.05,3.181,20.83,13.71,1.953,58,1,0.015712,6.567,1
RUN-001835,W-RUN-001835,304.17,3.168,16.98,4.81,1.347,48,1,0.015424,7.191,1
RUN-001836,W-RUN-001836,301.11,3.267,23.27,15.97,2.888,47,0,0.015071,2.589,1
RUN-001837,W-RUN-001837,803.52,3.231,26.31,18.7,3.854,64,3,0.015413,4.426,1
RUN-001838,W-RUN-001838,300.82,3.238,24.05,12.73,2.945,77,0,0.015131,4.428,1
RUN-001839,W-RUN-001839,809.12,3.278,19.56,14.24,3.954,37,3,0.015915,4.198,1
RUN-001840,W-RUN-001840,316.53,3.208,25.18,16.07,4.469,61,2,0.016789,5.856,1
RUN-001841,W-RUN-001841,811.13,3.228,21.41,16.45,1.991,39,3,0.01612,3.703,1
RUN-001842,W-RUN-001842,809.27,3.217,22.59,13.44,2.74,55,0,0.016019,5.459,1
RUN-001843,W-RUN-001843,309.01,3.289,17.6,11.1,2.41,67,1,0.015959,4.539,1
RUN-001844,W-RUN-001844,324.65,3.196,23.75,15.62,3.799,59,4,0.017486,5.824,1
RUN-001845,W-RUN-001845,810.48,3.229,25.12,16.76,2.514,72,1,0.015987,3.682,1
RUN-001846,W-RUN-001846,316.34,3.182,18.52,12.02,2.383,71,5,0.016726,7.473,1
RUN-001847,W-RUN-001847,311.38,3.285,24.98,15.62,2.779,76,1,0.015974,5.532,1
RUN-001848,W-RUN-001848,297.24,3.205,19.56,11.37,1.874,48,3,0.014597,5.909,1
RUN-001849,W-RUN-001849,805.63,3.215,21.81,12.41,3.028,49,0,0.015506,6.934,1
RUN-001850,W-RUN-001850,815.92,3.214,17.14,14.11,2.987,37,2,0.016674,6.787,1
RUN-001851,W-RUN-001851,312.36,3.19,28.16,14.97,2.61,55,3,0.016203,4.535,1
RUN-001852,W-RUN-001852,319.81,3.221,22.9,10.32,2.972,48,1,0.016858,3.478,1
RUN-001853,W-RUN-001853,313.31,3.189,16.89,19.44,2.669,78,4,0.016252,4.128,1
RUN-001854,W-RUN-001854,305.65,3.301,14.11,11.73,2.234,67,3,0.015349,3.834,1
RUN-001855,W-RUN-001855,806.55,3.2,22.8,11.11,4.108,53,1,0.015856,9.821,1
RUN-001856,W-RUN-001856,801.45,3.262,19.91,21.39,3.594,42,1,0.015227,4.48,1
RUN-001857,W-RUN-001857,817.46,3.16,22.43,15.08,4.215,64,1,0.016744,3.736,1
RUN-001858,W-RUN-001858,302.74,3.221,27.27,15.43,2.994,56,2,0.015165,4.511,1
RUN-001859,W-RUN-001859,288.24,3.222,22.81,8.11,1.119,75,2,0.013672,6.294,1
RUN-001860,W-RUN-001860,291.1,3.235,23.17,7.92,1.993,41,3,0.014269,4.439,1
RUN-001861,W-RUN-001861,805.61,3.196,15.11,13.85,3.484,33,3,0.015632,6.531,1
RUN-001862,W-RUN-001862,309.69,3.258,17.97,9.34,2.195,66,0,0.016212,3.174,1
RUN-001863,W-RUN-001863,793.95,3.183,16.99,9.12,2.797,55,2,0.014248,3.785,1
RUN-001864,W-RUN-001864,304.04,3.196,16.52,1.67,1.463,48,0,0.015442,5.529,1
RUN-001865,W-RUN-001865,309.41,3.129,22.69,20.68,2.794,57,0,0.015957,4.866,1
RUN-001866,W-RUN-001866,296.17,3.239,20.94,15.51,3.59,67,1,0.014545,5.407,1
RUN-001867,W-RUN-001867,809.98,3.2,16.6,16.48,3.298,52,1,0.015982,4.057,1
RUN-001868,W-RUN-001868,306.03,3.16,14.53,17.23,2.418,54,4,0.015669,6.005,1
RUN-001869,W-RUN-001869,293.29,3.175,17.89,5.15,1.709,66,3,0.014331,3.043,1
RUN-001870,W-RUN-001870,304.62,3.177,20.71,11.54,2.873,51,0,0.015494,8.061,1
RUN-001871,W-RUN-001871,320.8,3.196,13.87,12.3,2.728,58,5,0.017161,3.492,1
RUN-001872,W-RUN-001872,306.99,3.18,19.11,16.29,3.109,60,3,0.015752,5.349,1
RUN-001873,W-RUN-001873,304.0,3.245,19.3,11.68,2.202,78,0,0.015425,5.467,1
RUN-001874,W-RUN-001874,323.03,3.225,25.52,13.14,3.196,44,0,0.01719,4.431,1
RUN-001875,W-RUN-001875,808.17,3.24,17.47,21.75,2.275,53,7,0.015788,4.791,1
RUN-001876,W-RUN-001876,806.23,3.237,14.96,16.68,3.623,52,3,0.015696,5.65,1
RUN-001877,W-RUN-001877,817.69,3.243,16.99,16.15,3.437,59,2,0.01688,6.57,1
RUN-001878,W-RUN-001878,790.97,3.286,24.58,1.25,1.222,40,3,0.014006,6.01,1
RUN-001879,W-RUN-001879,815.25,3.2,22.34,15.06,3.845,44,5,0.0166,4.308,1
RUN-001880,W-RUN-001880,816.28,3.161,15.61,17.45,3.561,63,1,0.016636,3.627,1
RUN-001881,W-RUN-001881,805.81,3.189,16.12,17.07,3.22,60,2,0.01546,4.62,1
RUN-001882,W-RUN-001882,321.44,3.23,14.19,11.42,2.165,67,0,0.017244,2.211,1
RUN-001883,W-RUN-001883,793.64,3.204,22.86,8.7,2.262,62,2,0.01428,7.942,1
RUN-001884,W-RUN-001884,295.9,3.215,16.27,5.68,1.463,46,2,0.01451,5.264,1
RUN-001885,W-RUN-001885,317.82,3.239,12.55,16.85,3.161,73,0,0.016717,6.076,1
RUN-001886,W-RUN-001886,797.55,3.18,25.08,17.68,2.24,49,0,0.014788,4.911,1
RUN-001887,W-RUN-001887,294.9,3.186,23.25,10.85,1.589,34,3,0.01465,8.116,1
RUN-001888,W-RUN-001888,822.56,3.169,18.56,17.58,4.918,45,1,0.017328,5.574,1
RUN-001889,W-RUN-001889,806.8,3.215,21.99,9.66,1.748,25,0,0.015662,4.602,1
RUN-001890,W-RUN-001890,808.34,3.154,26.52,14.0,3.624,55,2,0.015856,5.653,1
RUN-001891,W-RUN-001891,811.21,3.271,24.3,17.27,3.322,46,1,0.016055,6.667,1
RUN-001892,W-RUN-001892,813.71,3.215,22.69,16.79,3.502,25,5,0.016305,6.335,1
RUN-001893,W-RUN-001893,306.59,3.202,24.08,9.06,1.427,42,2,0.015779,4.844,1
RUN-001894,W-RUN-001894,801.06,3.255,14.05,7.5,2.118,50,3,0.015053,6.353,1
RUN-001895,W-RUN-001895,303.32,3.228,19.06,7.15,3.056,55,3,0.015301,2.591,1
RUN-001896,W-RUN-001896,301.25,3.261,24.62,11.54,2.509,67,1,0.015017,5.024,1
RUN-001897,W-RUN-001897,792.66,3.232,19.53,12.29,2.133,30,2,0.014189,5.676,1
RUN-001898,W-RUN-001898,808.41,3.212,19.9,8.84,1.017,45,5,0.01594,4.34,1
RUN-001899,W-RUN-001899,299.66,3.197,18.05,12.22,1.936,56,1,0.014973,5.893,1
RUN-001900,W-RUN-001900,811.05,3.225,15.79,10.51,2.202,66,1,0.016178,5.685,1
RUN-001901,W-RUN-001901,304.59,3.19,19.9,9.44,2.925,65,1,0.015545,3.047,1
RUN-001902,W-RUN-001902,317.25,3.284,16.47,20.78,3.145,48,2,0.01669,5.581,1
RUN-001903,W-RUN-001903,310.54,3.202,25.25,11.81,2.424,72,2,0.016036,3.771,1
RUN-001904,W-RUN-001904,313.56,3.269,17.71,11.37,1.474,56,0,0.016421,3.195,1
RUN-001905,W-RUN-001905,305.87,3.244,23.7,15.21,2.443,48,0,0.015589,8.048,1
RUN-001906,W-RUN-001906,310.27,3.18,22.32,12.52,3.296,41,1,0.016081,5.742,1
RUN-001907,W-RUN-001907,803.84,3.193,20.28,16.69,2.069,28,1,0.015388,5.117,1
RUN-001908,W-RUN-001908,800.25,3.207,27.83,7.07,2.77,54,2,0.015118,5.422,1
RUN-001909,W-RUN-001909,321.26,3.219,17.54,9.24,3.398,70,3,0.01724,6.159,1
RUN-001910,W-RUN-001910,306.92,3.191,19.18,11.67,3.377,85,0,0.015583,5.05,0
RUN-001911,W-RUN-001911,796.55,3.239,20.47,12.67,2.947,64,3,0.014713,2.66,1
RUN-001912,W-RUN-001912,811.76,3.215,21.51,7.99,2.132,56,3,0.016223,5.06,1
RUN-001913,W-RUN-001913,306.95,3.107,22.59,12.55,3.725,55,3,0.015727,1.825,1
RUN-001914,W-RUN-001914,317.46,3.216,15.48,18.7,3.227,62,1,0.016637,4.757,1
RUN-001915,W-RUN-001915,301.46,3.22,24.04,21.68,2.967,60,4,0.015326,5.438,1
RUN-001916,W-RUN-001916,297.45,3.189,19.14,16.23,2.001,41,2,0.014862,1.726,1
